MODIFIED_ADDRESS,count
"150-08 grand central pkwy, jamaica, ny 11432",1
"114 remsen st, brooklyn, ny 11201",1
"3901 independence ave apt 2n, bronx, ny 10463",1
"263 w 139th st, new york, ny 10030",1
"415 72nd st, brooklyn, ny 11209",1
"1947 hendrickson st, brooklyn, ny 11234",1
"627 rockaway st, staten island, ny 10307",1
"1100 clove rd #2d, staten island, ny 10301",1
"70 little w st #26b, new york, ny 10004",1
" 501 surf ave #18f, brooklyn, ny 11224",1
"45 east end ave #5e, new york, ny 10028",1
"15106 25th ave, whitestone, ny 11357",1
"151-23 12th rd, flushing, ny 11357",1
"126 elizabeth st, staten island, ny 10310",1
"344 w 121st st, new york, ny 10027",1
"164- 11 willets point blvd #2, whitestone, ny 11357",1
"12335 82nd rd apt 7h, kew gardens, ny 11415",1
"2415 throop ave, bronx, ny 10469",1
"601 kappock st #3n, bronx, ny 10463",1
"12 edgewater park, bronx, ny 10465",1
"1523 bayview ave, bronx, ny 10465",1
"32-27 92nd st, flushing, ny 11369",1
"69-55 kessel st, flushing, ny 11375",1
"111 e raleigh ave, staten island, ny 10310",1
"18 salamander ct, staten island, ny 10309",1
"1867 w 4th st, brooklyn, ny 11223",1
"6012 delafield ave, bronx, ny 10471",1
"62-72 wetherole st, flushing, ny 11374",1
"784 elton ave, bronx, ny 10451",1
"135 w 52nd st ph 5, new york, ny 10019",1
"5040 tibbett ave, bronx, ny 10471",1
"163 e 71st st #1, new york, ny 10021",1
"39 rene dr, staten island, ny 10306",1
"162-15 14th ave, flushing, ny 11357",1
"149-30 88th st #4d, howard beach, ny 11414",1
"269 bay 8th st #2r, brooklyn, ny 11228",1
"5715 69th ln apt 1, flushing, ny 11378",1
"763 greenwich st, new york, ny 10014",1
"414 riverside dr, new york, ny 10025",1
"131 cliffwood ave, staten island, ny 10304",1
"5501 palisade ave #2, bronx, ny 10471",1
"37-30 83rd st #4e, flushing, ny 11372",1
"14 prospect park southwest apartment 39, brooklyn, ny 11215",1
"79 benjamin dr, staten island, ny 10303",1
"335 e 209th st apt 4, bronx, ny 10467",1
"46 lincoln ave, staten island, ny 10306",1
"629 kappock st #2p, bronx, ny 10463",1
"189 loisaida ave #9d, new york, ny 10009",1
"75 4 corners rd, staten island, ny 10304",1
"1077 adee ave, bronx, ny 10469",1
"8699 bay pkwy #16, brooklyn, ny 11214",1
"109-42 centreville st, jamaica, ny 11417",1
"2026 mayflower ave, bronx, ny 10461",1
"1358 norton dr, far rockaway, ny 11691",1
"9437 shore rd #1a, brooklyn, ny 11209",1
"2701 goethals rd n d7, staten island, ny 10303",1
"56 pine st #10e, new york, ny 10005",1
"18-05 215th st #12h, bayside, ny 11360",1
"184 lovelace ave, staten island, ny 10312",1
"2287 johnson ave #12b, bronx, ny 10463",1
"3730 83rd st apt 2h, jackson heights, ny 11372",1
"1126 e 73rd st, brooklyn, ny 11234",1
"4408 flatlands ave, brooklyn, ny 11234",1
"310 montreal ave, staten island, ny 10306",1
"2374 e 17th st, brooklyn, ny 11229",1
"189 prospect pl #1, brooklyn, ny 11238",1
"141-03 15th ave, flushing, ny 11357",1
"335 w 85th st #4a, new york, ny 10024",1
"655 riverside dr #5a, new york, ny 10031",1
"152 tier st, bronx, ny 10464",1
"146 cedar ave, staten island, ny 10305",1
"100-05 69th ave, forest hills, ny 11375",1
"46-2 190th st, flushing, ny 11358",1
"88-04 69th rd, forest hills, ny 11375",1
"48 w 138th st #6f, new york, ny 10037",1
"414 61st st #4a, brooklyn, ny 11220",1
"6219 53rd ave apt 3p, maspeth, ny 11378",1
"257-03 80th ave, queens, ny 11004",1
"6641 69th st # p-1, flushing, ny 11379",1
"413 degraw st, brooklyn, ny 11217",1
"245 w 18th st, new york, ny 10011",1
"28-39 213th st, flushing, ny 11360",1
"142-18 38th ave #7d, queens, ny 11354",1
"25 copley st, staten island, ny 10314",1
"659 wilcox ave, bronx, ny 10465",1
"377 rector pl, new york, ny 10280",1
"420 e 84th st, new york, ny 10028",1
"642 w 207th st, new york, ny 10034",1
"87-01 commonwealth blvd, jamaica, ny 11426",1
"21-48 35th st #5b, queens, ny 11105",1
"3 edgewater park #3a, bronx, ny 10465",1
"72 holland ave, staten island, ny 10303",1
"27110 grand central pkwy #22n, queens village, ny 11005",1
"24010a oak park dr # 23a, douglaston, ny 11362",1
"480 lynn st, staten island, ny 10306",1
"752 rutland rd, brooklyn, ny 11203",1
"162-31 91st st, howard beach, ny 11414",1
"28 w 87th st #4a, new york, ny 10024",1
"40 bunnell ct, staten island, ny 10312",1
"6011 broadway apt l5, woodside, ny 11377",1
"3535 82nd st apt 24, jackson heights, ny 11372",1
"782 madison st #1a, brooklyn, ny 11221",1
"6911 avenue y, brooklyn, ny 11234",1
"815 havemeyer ave, bronx, ny 10473",1
"3001 henry hudson pkwy, bronx, ny 10463",1
"306 ilyssa way, staten island, ny 10312",1
"312f beach 101st st, rockaway park, ny 11694",1
"3650 bronx blvd, bronx, ny 10467",1
"48 garden pl, brooklyn, ny 11201",1
"535 e 72nd st #4a, new york, ny 10021",1
"76-22 57th rd, flushing, ny 11379",1
"216 b 31st st, far rockaway, ny 11691",1
"2119 lurting ave, bronx, ny 10461",1
"11718 nashville blvd, queens, ny 11411",1
"68 74th st, brooklyn, ny 11209",1
"3747 amboy rd #2a, staten island, ny 10308",1
"135-20 lefferts blvd, jamaica, ny 11420",1
"457 van sicklen st, brooklyn, ny 11223",1
"198 shepherd ave, brooklyn, ny 11208",1
"76-18 251st st, jamaica, ny 11426",1
"2099 5th ave, new york, ny 10035",1
"305 w 55th st #2a, new york, ny 10019",1
"57-5 main st #1602, flushing, ny 11355",1
"2362 e 13th st #2b, brooklyn, ny 11229",1
"1527 gillespie ave #1a, bronx, ny 10461",1
"48 highland pl, brooklyn, ny 11208",1
"4 minna st, staten island, ny 10304",1
"187 greencroft ave, staten island, ny 10308",1
"1125 47th ave apt 1, long island city, ny 11101",1
"769 carroll st, brooklyn, ny 11215",1
"144-46 boulevard, malba, ny 11357",1
"531 main st #520, new york, ny 10044",1
"62 15th st #15th, brooklyn, ny 11215",1
"72-81 113th st #6c, forest hills, ny 11375",1
"3719 mermaid ave #2b, brooklyn, ny 11224",1
"71-28 manse st, flushing, ny 11375",1
"827 richmond rd, staten island, ny 10304",1
"70 weed ave, staten island, ny 10306",1
"719 vermont st, brooklyn, ny 11207",1
"76-66 174th st, flushing, ny 11366",1
"7923 11th ave, brooklyn, ny 11228",1
"79 grandview terrace, staten island, ny 10308",1
"861 e 231st st, bronx, ny 10466",1
"96 bank st, new york, ny 10014",1
"32 barker st, staten island, ny 10310",1
"60 knolls crescent #8m, bronx, ny 10463",1
"28-05 216th st, bayside, ny 11360",1
"205-05 jamaica ave, jamaica, ny 11423",1
"465 park ave apt 34e, new york, ny 10022",1
"120-10 ketch ct, college point, ny 11356",1
"181 androvette ave, staten island, ny 10312",1
"2501 palisade ave apt d2, bronx, ny 10463",1
"144-28 72nd rd, flushing, ny 11367",1
"5620 netherland ave #3g, bronx, ny 10471",1
"45-33 zion st, flushing, ny 11362",1
"248 e 7th st, new york, ny 10009",1
"51 barrow st, new york, ny 10014",1
"362 90th st, brooklyn, ny 11209",1
"514 e 235th st, bronx, ny 10470",1
"789 macdonough st #4g, brooklyn, ny 11233",1
"252 ionia ave, staten island, ny 10312",1
"10 park ave #10c, new york, ny 10016",1
"69 orange st, brooklyn, ny 11201",1
"4415 atlantic ave, brooklyn, ny 11224",1
"7126 amboy rd, staten island, ny 10307",1
"910 revere ave, bronx, ny 10465",1
"25-01 23rd ave, astoria, ny 11105",1
"870 riverside dr #5d, new york, ny 10032",1
"154-69 26th ave, flushing, ny 11354",1
"38 monroe pl, brooklyn, ny 11201",1
"107 salamander ct, staten island, ny 10309",1
"68 schenck ave, brooklyn, ny 11207",1
"153 jaffray st, brooklyn, ny 11235",1
"4193 ocean ave, brooklyn, ny 11235",1
"15058 jewel ave # 75b, flushing, ny 11367",1
"262 e 197th st, bronx, ny 10458",1
"373 manor rd, douglaston, ny 11363",1
"526 w 158th st #64, new york, ny 10032",1
"7025 yellowstone blvd apt 14d, forest hills, ny 11375",1
"26 washington square w, new york, ny 10011",1
"8425 118th st apt 1d, kew gardens, ny 11415",1
"14 e 69th st, new york, ny 10021",1
"89 taft ave, staten island, ny 10301",1
"2212 brigham st #3c, brooklyn, ny 11229",1
"15 portland pl, staten island, ny 10301",1
"416 colon ave, staten island, ny 10308",1
"82 mulberry ave, staten island, ny 10314",1
"102-26 213th st, jamaica, ny 11429",1
"20 e 35th st #3d, new york, ny 10016",1
"529 w 42nd st #6l, new york, ny 10036",1
"8377 woodhaven blvd apt 2d, woodhaven, ny 11421",1
"2962 decatur ave #1c, bronx, ny 10458",1
"581 academy st #1g, new york, ny 10034",1
"4315 webster ave #3l, bronx, ny 10470",1
"8001 new utrecht ave, brooklyn, ny 11214",1
"116 audley st, kew gardens, ny 11415",1
"3812 cypress ave, brooklyn, ny 11224",1
"411 e 53rd st #4j, new york, ny 10022",1
"100 vandam st #20a, new york, ny 10013",1
"156-23 88th st, howard beach, ny 11414",1
"161 greenleaf ave, staten island, ny 10310",1
"860 e 232nd st, bronx, ny 10466",1
"15507 86th st # 102, howard beach, ny 11414",1
"132-03 sanford ave #3b, flushing, ny 11355",1
"2525 w 2nd st #2e, brooklyn, ny 11223",1
"111-45 120th st, jamaica, ny 11420",1
"3176 tierney pl, bronx, ny 10465",1
"921 e 98th st, brooklyn, ny 11236",1
"21 sanford st, staten island, ny 10307",1
"2041 e 64th st, brooklyn, ny 11234",1
"166 bancroft ave, staten island, ny 10306",1
"263 getz ave, staten island, ny 10312",1
"45 w 95th st, new york, ny 10025",1
"3531 85th st apt 2m, jackson heights, ny 11372",1
"1853 benson ave, brooklyn, ny 11214",1
"375 linden blvd, brooklyn, ny 11203",1
"3106 mickle ave, bronx, ny 10469",1
"187 latimer ave, staten island, ny 10314",1
"411 montauk ave., brooklyn, ny 11208",1
"163-43 90th st, jamaica, ny 11414",1
"171 e 84th st #3b, new york, ny 10028",1
"87-15 165th st #6c, jamaica, ny 11432",1
"24-40 little neck blvd, flushing, ny 11360",1
"124- 15 rockaway beach blvd #1b, rockaway park, ny 11694",1
"754 brady ave apt 205, bronx, ny 10462",1
"32-58 86th st, queens, ny 11369",1
"151-35 84th st #3m, howard beach, ny 11414",1
"679 w 239th st #5j, bronx, ny 10463",1
"2877 ely ave, bronx, ny 10469",1
"14-11 111th st, flushing, ny 11356",1
"525 w 134th st #2e, new york, ny 10031",1
"453 42nd st, brooklyn, ny 11232",1
"160 chambers st apt 4, new york, ny 10007",1
"64-04 71st st, flushing, ny 11379",1
"924 129th st, college point, ny 11356",1
"58-31 71st st, maspeth, ny 11378",1
"253 tompkins ave #4b, brooklyn, ny 11216",1
"138-38 63rd ave, flushing, ny 11367",1
"64-01 pleasantview st, flushing, ny 11379",1
"26910 grand central pkwy #27g, queens, ny 11005",1
"12-86 augustina ave, far rockaway, ny 11691",1
"41 central park w #11a, new york, ny 10023",1
"7619 10th ave, brooklyn, ny 11228",1
"36a rochester ave, brooklyn, ny 11233",1
"86-84 188th st, jamaica, ny 11423",1
"34-51 74th street, jackson heights, ny 11372",1
"149-47 26th ave, flushing, ny 11354",1
"914 pine st, brooklyn, ny 11208",1
"131-16 115th ave, jamaica, ny 11420",1
"65-65 wetherole st #4o, rego park, ny 11374",1
"57 park terrace w #3f, new york, ny 10034",1
"19315 37th ave # 177, flushing, ny 11358",1
"338 77th st, brooklyn, ny 11209",1
"23 howard ave, staten island, ny 10301",1
"410 e 57th st #8b, new york, ny 10022",1
"1000 clove rd #9f, staten island, ny 10301",1
"65-18 austin st #2c, rego park, ny 11374",1
"5th ave, new york, ny 10003",1
"45 st pauls ave, staten island, ny 10301",1
"108 dutchess ave, staten island, ny 10304",1
"196-11 45th ave, flushing, ny 11358",1
"hawtree st, queens, ny 11417",1
"219 w 144th st apt 41, new york, ny 10030",1
"121-42 laurelton pkwy, jamaica, ny 11422",1
"1462 e 23rd st, brooklyn, ny 11210",1
"145-90 222nd st, jamaica, ny 11413",1
"116-33 198th st, st. albans, ny 11412",1
"124 hampton pl, staten island, ny 10309",1
"32 village rd s, brooklyn, ny 11223",1
"961 washington ave #1g, brooklyn, ny 11225",1
"515 w 135th st #4c, new york, ny 10031",1
"65 gates ave, brooklyn, ny 11238",1
"30 village rd s, brooklyn, ny 11223",1
"2728 hone ave, bronx, ny 10469",1
"65-50 wetherole st, flushing, ny 11374",1
"348 legion st, brooklyn, ny 11212",1
"162-31 9th ave #6b, flushing, ny 11357",1
"29 hampton pl, brooklyn, ny 11213",1
"21 india st apt 36d, brooklyn, ny 11222",1
"73-48 196th st, flushing, ny 11366",1
"911 hicksville rd, far rockaway, ny 11691",1
"2500 johnson ave #12b, bronx, ny 10463",1
"10 carroll st, brooklyn, ny 11231",1
"83-12 doran ave, flushing, ny 11385",1
"25-23 120th st, flushing, ny 11354",1
"10 bay street landing #5e, staten island, ny 10301",1
"112-30 northern blvd #4b, corona, ny 11368",1
"303 e 77th st, new york, ny 10075",1
"2546 bailey ave #2f, bronx, ny 10463",1
"819 e 22nd st, brooklyn, ny 11210",1
"815 riverside dr, new york, ny 10032",1
"629 kappock st #4a, bronx, ny 10463",1
"2 bay club dr apt 17d, flushing, ny 11360",1
"797 woodrow rd, staten island, ny 10312",1
"33-44 93rd st #3c, jackson heights, ny 11372",1
"2601 avenue p, brooklyn, ny 11229",1
"182 kensington st, brooklyn, ny 11235",1
"115-33 227th st, cambria heights, ny 11411",1
"545 arbutus ave, staten island, ny 10312",1
"735 6th ave, brooklyn, ny 11215",1
"1700 carlton ave, staten island, ny 10309",1
"3167 wissman ave, bronx, ny 10465",1
"3001 henry hudson pkwy w #1f, bronx, ny 10463",1
"25 piedmont ave, staten island, ny 10305",1
"15 e 70th st #1a, new york, ny 10021",1
"1160 colgate ave #1d, bronx, ny 10472",1
"251 seaman ave #1c, new york, ny 10034",1
"93 st stephens pl, staten island, ny 10306",1
"285 riverside dr #5b, new york, ny 10025",1
"6 burns st apt 111, forest hills, ny 11375",1
"960 5th ave #12, new york, ny 10075",1
"140-27 183rd st, jamaica, ny 11413",1
"1303 college ave, bronx, ny 10456",1
"2821 kings hwy apt 1n, brooklyn, ny 11229",1
"22-63 nameoke ave, far rockaway, ny 11691",1
"2400 johnson ave #9c, bronx, ny 10463",1
"873 fox st, bronx, ny 10459",1
"406 w 45th st #3d, new york, ny 10036",1
"364 mosely ave, staten island, ny 10312",1
"257 w 86th st #8c, new york, ny 10024",1
"530 e 76th st #27c, new york, ny 10021",1
"22-15 whitestone expy, whitestone, ny 11357",1
"20-46 41st st, astoria, ny 11105",1
"1759 bay ridge pkwy #3e, brooklyn, ny 11204",1
"789 west end ave #1a2, new york, ny 10025",1
"3202 nostrand ave. #6e, brooklyn, ny 11229",1
"57 mace st, staten island, ny 10306",1
"1243 rhinelander ave, bronx, ny 10461",1
"310 jefferson blvd, staten island, ny 10312",1
"266 corona ave, staten island, ny 10306",1
"3535 kings college pl #3e, bronx, ny 10467",1
"170 russek dr, staten island, ny 10312",1
"14 cascade st, staten island, ny 10306",1
"72 campus rd, staten island, ny 10301",1
"5020 grosvenor ave, bronx, ny 10471",1
"1718 purdy st, bronx, ny 10462",1
"91-10 34th ave #5j, jackson heights, ny 11372",1
"51 forest ln, staten island, ny 10307",1
"221 macdonough st, brooklyn, ny 11233",1
"6140 delafield ave, bronx, ny 10471",1
"450 cyrus pl, bronx, ny 10458",1
"21-57 33rd st #5e, astoria, ny 11105",1
"5000 iselin ave, bronx, ny 10471",1
"22 e 93rd st, new york, ny 10128",1
"44 a edgewater park #44b, bronx, ny 10465",1
"40 lander ave, staten island, ny 10314",1
"627 e 236th st, bronx, ny 10466",1
"41-39 56th st, woodside, ny 11377",1
"3240 netherland ave #6a, bronx, ny 10463",1
"8424 glenwood rd, brooklyn, ny 11236",1
"1309 e 56th st, brooklyn, ny 11234",1
"36 w 138th st #51, new york, ny 10037",1
"225 central park w, new york, ny 10024",1
"170 w 74th st apt 607, new york, ny 10023",1
"194-08 116th ave, jamaica, ny 11412",1
" 28 old fulton st #6m, brooklyn, ny 11201",1
"175 e 62nd st #14a, new york, ny 10065",1
"84-26 87th st, woodhaven, ny 11421",1
"668 bard ave, staten island, ny 10310",1
"33-14 154th st, flushing, ny 11354",1
"6035 broadway #6b, bronx, ny 10471",1
"72 jeanette ave, staten island, ny 10312",1
"521 e 81st st #4c, new york, ny 10028",1
"97-37 63rd rd #5f, rego park, ny 11374",1
"14 buffalo st, staten island, ny 10306",1
"144 nassau ave, brooklyn, ny 11222",1
"2417 cambreleng ave, bronx, ny 10458",1
"328 w 108th st, new york, ny 10025",1
"601 kappock st #1g, bronx, ny 10463",1
"1135 croes ave, bronx, ny 10472",1
"1019 58th st, brooklyn, ny 11219",1
"229 e 81st st, new york, ny 10028",1
"6 sutton square, new york, ny 10022",1
"1722 forest hill rd, staten island, ny 10314",1
"40 oceana dr w #1c, brooklyn, ny 11235",1
"159-31 80th st, jamaica, ny 11414",1
"86 bay 46th st, brooklyn, ny 11214",1
"25 flagship cir, staten island, ny 10309",1
"2041 5th ave #2b, new york, ny 10027",1
"1998 clinton ave, bronx, ny 10457",1
"594 w 152nd st, new york, ny 10031",1
"1278 e 56th st, brooklyn, ny 11234",1
"207-15 melissa ct #219, bayside, ny 11360",1
"655 riverside dr #1a, new york, ny 10031",1
"132- 50 maple ave b4, flushing, ny 11355",1
"3065 sedgwick ave #3e, bronx, ny 10468",1
"35 lott ln, staten island, ny 10314",1
"30-07 143rd st, flushing, ny 11354",1
"217 bay 49th st #4a, brooklyn, ny 11214",1
"464 neptune ave #4e, brooklyn, ny 11224",1
"1324 e 101st st, brooklyn, ny 11236",1
"40 brighton 1st rd #11d, brooklyn, ny 11235",1
"51 jefferson ave, staten island, ny 10306",1
"73-38 199th st, flushing, ny 11366",1
"318 brighton st, staten island, ny 10307",1
"20 eldridge ave, staten island, ny 10302",1
"108-49 63rd ave #6f, flushing, ny 11375",1
"40 pinehurst ave #8b, new york, ny 10033",1
"284 vineland ave, staten island, ny 10312",1
"148 major ave, staten island, ny 10305",1
"62-22 65th st, queens, ny 11379",1
"69-04 ditmars blvd, flushing, ny 11370",1
"4295 webster ave #4b, bronx, ny 10470",1
"159 w 16th st 6 68, new york, ny 10011",1
"2010 e 58th st # 120b, brooklyn, ny 11234",1
"5502 6th ave, brooklyn, ny 11220",1
"664 ramona ave, staten island, ny 10309",1
"3179 rochambeau ave, bronx, ny 10467",1
"76-73 173rd st, flushing, ny 11366",1
"107 s railroad st, staten island, ny 10312",1
"529 court st apt 406, brooklyn, ny 11231",1
"247-16 76th ave #1fl, jamaica, ny 11426",1
"8820 avenue j, brooklyn, ny 11236",1
"1949 benedict ave, bronx, ny 10462",1
"71-27 260th st a2, glen oaks, ny 11004",1
"318 w 36th st. #3a, new york, ny 10018",1
"35 e 30th st #6d, new york, ny 10016",1
"207-7 estates dr #1, bayside, ny 11360",1
"50-39 61st st, flushing, ny 11377",1
"159 lander ave, staten island, ny 10314",1
"200 corbin pl #5n, brooklyn, ny 11235",1
"241 west 4th street, new york, ny 10014",1
"83-20 98th st #1a, woodhaven, ny 11421",1
"112 pearsall st, staten island, ny 10305",1
"45 e 30th st, new york, ny 10016",1
"146-13 105th ave, jamaica, ny 11435",1
"7923 12th ave, brooklyn, ny 11228",1
"1570 66th st, brooklyn, ny 11219",1
"4 dartmouth st apt 71, forest hills, ny 11375",1
"2312 beaumont ave, bronx, ny 10458",1
"19 vestry st, new york, ny 10013",1
"17040 highland ave apt 404, jamaica, ny 11432",1
"85 elmwood park dr apt 60, staten island, ny 10314",1
"4 78th st, brooklyn, ny 11209",1
"253 w 73rd st #4f, new york, ny 10023",1
"18 pine st, brooklyn, ny 11208",1
"1032 rhinelander ave, bronx, ny 10461",1
"4315 webster ave #3j, bronx, ny 10470",1
"921 nugent ave, staten island, ny 10306",1
"1121 e 22nd st, brooklyn, ny 11210",1
"47-17 39th ave, long island city, ny 11104",1
"2390 palisade ave #4c, bronx, ny 10463",1
"1238 pinchot pl, bronx, ny 10461",1
"8648 26th ave, brooklyn, ny 11214",1
"3442 80th st apt 32, jackson heights, ny 11372",1
"2741 e 28th st #4d, brooklyn, ny 11235",1
"401 harding park, bronx, ny 10473",1
"950 huguenot ave, staten island, ny 10312",1
"106-10 217th st, jamaica, ny 11429",1
"269 w 87th st #7a, new york, ny 10024",1
"430 w 46th st #5a, new york, ny 10036",1
"140 west end ave #7b, new york, ny 10023",1
"3724 flatlands ave, brooklyn, ny 11234",1
"3 craig ave, staten island, ny 10307",1
"100 jay st #16a, brooklyn, ny 11201",1
"172-31 highland ave #2a, jamaica, ny 11432",1
"1463 longfellow ave, bronx, ny 10460",1
"167 mills ave, staten island, ny 10305",1
"180 west end ave #19b, new york, ny 10023",1
"2919 greene pl, bronx, ny 10465",1
"3903 nostrand ave. #5p, brooklyn, ny 11235",1
"32-50 204th st, flushing, ny 11361",1
"66-18 gray st, flushing, ny 11379",1
"611 41st st, brooklyn, ny 11232",1
"2575 palisade ave #1l, bronx, ny 10463",1
"158 cloverdale ave, staten island, ny 10308",1
"69 bennett ave apt 509, new york, ny 10033",1
"2317 e 63rd st, brooklyn, ny 11234",1
"1158 54th st, brooklyn, ny 11219",1
"1125 e 57th st, brooklyn, ny 11234",1
"3215 avenue h #3p, brooklyn, ny 11210",1
"9 dekalb ave #55, brooklyn, ny 11201",1
"1024 82nd st, brooklyn, ny 11228",1
"85-30 101st st, jamaica, ny 11418",1
"3017 riverdale ave #1f, bronx, ny 10463",1
"263-07 57th ave., flushing, ny 11362",1
"11 hubert st, new york, ny 10013",1
"52-37 84th st, elmhurst, ny 11373",1
"521 w 47th st #2b, new york, ny 10036",1
"146 major ave, staten island, ny 10305",1
"407 3rd st., brooklyn, ny 11215",1
"122 w 73rd st, new york, ny 10023",1
"202 w 78th st #2a, new york, ny 10024",1
"1316 kearney ave, bronx, ny 10465",1
"136-8 elder ave, flushing, ny 11355",1
"8519 glenwood rd, brooklyn, ny 11236",1
"131 roff st, staten island, ny 10304",1
"1957 ryder st, brooklyn, ny 11234",1
"1511 85th st, brooklyn, ny 11228",1
"50 tyndale st, staten island, ny 10312",1
"357 w 30th st, new york, ny 10001",1
"34-21 83rd st, flushing, ny 11372",1
"62-14 80th st, flushing, ny 11379",1
"2-11 147th st, flushing, ny 11357",1
"51 seafoam st, staten island, ny 10306",1
"44-20 douglaston pkwy #2a, flushing, ny 11363",1
"92 arlington pl, staten island, ny 10303",1
"31-50 buell st, flushing, ny 11369",1
"11250 northern blvd apt 1f, corona, ny 11368",1
"248 w 71st st, new york, ny 10023",1
"15010 melbourne ave # 368b, flushing, ny 11367",1
"114-31 120th st, jamaica, ny 11420",1
"47-34 glenwood st, flushing, ny 11362",1
"69 sherman ave, staten island, ny 10301",1
"1175 york ave #7b, new york, ny 10065",1
"126 e 12th st #6a, new york, ny 10003",1
"2727 palisade ave #5b, bronx, ny 10463",1
"138-10 franklin ave #1g, flushing, ny 11355",1
"1123 bay ridge pkwy, brooklyn, ny 11228",1
"99-07 70th ave, flushing, ny 11375",1
"36-19 217th st, flushing, ny 11361",1
"85-05 eliot ave, flushing, ny 11374",1
"75-57 186th st, flushing, ny 11366",1
"780 ionia ave, staten island, ny 10312",1
"1 central park w #612, new york, ny 10023",1
"269 w 72nd st #12d, new york, ny 10023",1
"8002 harbor view terrace, brooklyn, ny 11209",1
"1433 e 105th st, brooklyn, ny 11236",1
"302 96th st #4l, brooklyn, ny 11209",1
"12 college pl, brooklyn, ny 11201",1
"106-09 169th st, jamaica, ny 11433",1
"226 dover green, staten island, ny 10312",1
"221 benedict rd, staten island, ny 10304",1
"6414 beach front rd, far rockaway, ny 11692",1
"150-32 sullivan dr, whitestone, ny 11357",1
"328 manor rd, staten island, ny 10314",1
"67 reynolds st, staten island, ny 10305",1
"44 montell st, staten island, ny 10302",1
"2 e 55th st 809 35, new york, ny 10022",1
"1441 troy ave, brooklyn, ny 11203",1
"215 w 92nd st #5b, new york, ny 10025",1
"263 w 254th st, bronx, ny 10471",1
"203 w 102nd st #1f, new york, ny 10025",1
"153 johnson ave, staten island, ny 10307",1
"32 downing st #2b, new york, ny 10014",1
"2217 gunther ave, bronx, ny 10469",1
"100 wadsworth rd, staten island, ny 10305",1
"750 kappock st apt 502, bronx, ny 10463",1
"1750 e 14th st apt 4e, brooklyn, ny 11229",1
"9954 fort hamilton pkwy, brooklyn, ny 11209",1
"1 opal ct, brooklyn, ny 11229",1
"69-10 penelope ave, flushing, ny 11379",1
"610 city island ave, bronx, ny 10464",1
"1557 e 34th st, brooklyn, ny 11234",1
"1870 haight ave, bronx, ny 10461",1
"1923 66th st, brooklyn, ny 11204",1
"43-2 orient ave, douglaston, ny 11363",1
"1817 amethyst st, bronx, ny 10462",1
"259 new york ave, brooklyn, ny 11216",1
"139 w 85th st apartment 3, new york, ny 10024",1
"8470 129th st apt 1h, kew gardens, ny 11415",1
"57 stone ln #2, staten island, ny 10314",1
"242 e 7th st, new york, ny 10009",1
"26910 grand central pkwy #15a, queens, ny 11005",1
"104-30 219th st, jamaica, ny 11429",1
"97-10 62nd dr #8e, rego park, ny 11374",1
"3037 richmond rd, staten island, ny 10306",1
"14-12 bonnie ln #2, bayside, ny 11360",1
"58- 11 251st st, little neck, ny 11362",1
"219 slater blvd, staten island, ny 10305",1
"302 w 12th st apt 7a, new york, ny 10014",1
"231 freeborn st, staten island, ny 10306",1
"726 nostrand ave., brooklyn, ny 11216",1
"10 bleecker st #5b, new york, ny 10012",1
"1485 e 53rd st, brooklyn, ny 11234",1
"74 holly st, staten island, ny 10304",1
"46 kirshon ave, staten island, ny 10314",1
"627 wilson ave #3, brooklyn, ny 11207",1
"905 union st apartment 1, brooklyn, ny 11215",1
"59 duffield st, brooklyn, ny 11201",1
"152 whitson st, forest hills, ny 11375",1
"871 putnam ave, brooklyn, ny 11221",1
"45 w 70th st, new york, ny 10023",1
"21-89 47th st, astoria, ny 11105",1
"308 poillon ave, staten island, ny 10312",1
"4901 henry hudson pkwy w #5f, bronx, ny 10471",1
"159 freedom ave, staten island, ny 10314",1
"212- 79 16th ave #183, bayside, ny 11360",1
"77 harbour ct, staten island, ny 10308",1
"851 van nest ave, bronx, ny 10462",1
"1805 215th st apt 4n, bayside, ny 11360",1
"138 71st st apt e10, brooklyn, ny 11209",1
"123 e 35th st, new york, ny 10016",1
"360 w 22nd st #9j, new york, ny 10011",1
"62 simmons ln, staten island, ny 10314",1
"575 park ave # 1101, new york, ny 10065",1
"67 riverside dr #1c, new york, ny 10024",1
"166 e 64th st, new york, ny 10065",1
"58-03 calloway st, corona, ny 11368",1
"596 college ave, staten island, ny 10302",1
"2475 w 16th st #19h, brooklyn, ny 11214",1
"246 newman ave, bronx, ny 10473",1
"45 madison st #1, new york, ny 10038",1
"3079 giegerich pl, bronx, ny 10465",1
"1568 w 2nd st, brooklyn, ny 11204",1
" 200 rector pl #27e, new york, ny 10280",1
"290 lake ave, staten island, ny 10303",1
"609 columbus ave #10j, new york, ny 10024",1
"51 hamilton terrace, new york, ny 10031",1
"214-42 27th ave, flushing, ny 11360",1
"25 copperleaf terrace, staten island, ny 10304",1
"126 pierrepont st, brooklyn, ny 11201",1
"159-03 83rd st, queens, ny 11414",1
"2808 wickham ave, bronx, ny 10469",1
"16 gay st, new york, ny 10014",1
"251 b 140 st, rockaway park, ny 11694",1
"26910 grand central pkwy #22l, queens, ny 11005",1
"3758 bayview ave, brooklyn, ny 11224",1
"447 vernon ave, staten island, ny 10309",1
"67 dexter ave, staten island, ny 10309",1
